,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,Most_Important_IssueInt,Looking_at_poles_resultsInt,MarriedInt,GenderInt,Voting_TimeInt,Will_vote_only_large_partyInt,Age_groupInt,Main_transportationInt,OccupationInt,Financial_agenda_mattersInt
52,Blues,4,714.115234106,96557.7227653,Environment,238.038411369,No,405.639250447,Yes,Female,After_16:00,0.447492790874,0.409901795676,0.610984729137,6.86279021436,0.809026509523,7.15206278255,6161.0,47.9306046618,577.855483013,5212.1034705,66732.0080268,Yes,164543.201503,24.0386248154,668841.19697,71.9038702315,56910.3236983,90,30-45,0,856.453471237,20,Motorcycle_or_truck,Services_or_Retail,591.639222961,1,No,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0
53,Browns,2,1286.97559907,323476.588876,Education,428.991866356,Yes,754.038978929,No,Male,After_16:00,0.929938349407,0.148674122756,6.37033261824,3.57053582557,5.99556713132,4.3147163745,4810.0,98.5903816298,185.791705548,7911.97320039,39886.0973944,No,568574.781744,13.6305431127,70331.7676494,65.6152184121,184473.013266,100,45_and_up,3,507.92291786,15,Foot_or_bicycle,Hightech,530.612969949,0,No,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
54,Reds,7,213.691186611,43558.0394496,Social,71.2303955369,No,611.509161521,No,Male,After_16:00,0.543574558338,0.220626191003,1.18555776309,7.19811199,7.9767992557,6.81004437851,8246.0,76.6949247103,648.955703065,7413.00302134,78624.959965,Yes,373943.454624,25.4746089875,843617.772503,81.6511075012,5154.99964388,70,30-45,4,999.838178779,1,Foot_or_bicycle,Public_Sector,709.254259737,0,No,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0
55,Blues,4,265.552477874,36808.270318,Financial,88.5174926247,No,415.830467251,Yes,Male,By_16:00,0.0468888932373,0.154760033591,8.17489044042,8.8855421287,5.3516073036,5.09060537443,6493.0,85.0674413377,548.845611869,5255.99589625,64472.2341067,Yes,172914.977494,23.4274542336,603475.601247,95.5627584131,7933.86399319,60,Below_30,1,828.923819448,10,Foot_or_bicycle,Student_or_Unemployed,586.759444081,1,No,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0
56,Yellows,7,202.781951146,40802.0902018,Healthcare,67.5939837154,No,603.634938481,No,Male,After_16:00,0.474422142375,0.740491598379,3.6135847494,8.02248816006,5.19239976769,5.47931219451,9636.0,43.8334574457,622.831844698,7282.01307421,79711.7746836,Yes,364375.138955,24.9565992214,777305.841224,24.4805613998,4646.54061823,80,30-45,1,1047.50852698,15,Car,Services_or_Retail,853.192745807,0,No,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
57,Reds,1,282.693626986,35509.798917,Financial,94.2312089954,No,376.836923728,Yes,Male,After_16:00,0.319301386829,0.270086182747,5.6026602746,2.36816393444,5.31396625796,4.11785349483,5043.0,37.5612878706,690.806071986,5149.98138126,81190.2090649,Yes,142006.067085,26.2831899127,955661.568831,61.5617564647,8983.75195772,60,30-45,1,1083.74601809,1,Car,Industry_or_other,848.673721851,1,No,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
58,Yellows,5,618.499761546,105442.489615,Education,206.166587182,No,511.443154085,No,Female,After_16:00,0.524354503024,0.0671279777307,4.10046637291,4.58384681726,9.08866435755,9.02240557596,5975.0,40.2973198565,621.313588867,6357.05871859,76306.1635747,Yes,261574.09986,24.9261627385,773361.139918,86.3454859238,42720.8282574,100,30-45,3,999.599215951,13,Motorcycle_or_truck,Public_Sector,778.545341124,0,No,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0
59,Yellows,4,525.358696663,73783.3304793,Financial,175.119565554,No,421.331164485,Yes,Male,After_16:00,0.40457364358,0.291710714577,6.146959092,6.43160971813,0.442160533275,6.83783959597,5112.0,10.8659318183,570.199790531,5353.71122592,65600.3365473,Yes,177519.950167,23.8788565583,651244.399646,30.3388272179,30851.9818055,60,30-45,2,834.046047679,10,Foot_or_bicycle,Services_or_Retail,557.466239506,2,No,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
60,Blues,8,186.990894932,27219.5666989,Social,62.3302983107,No,436.698803577,Yes,Female,By_16:00,0.886669522384,0.237022573594,2.33703030972,3.5466894228,5.0543021108,7.04940149095,6541.0,9.15677151643,582.252840124,5531.49371602,68291.6152937,Yes,190705.845046,24.1299158748,679104.634487,93.3693965431,3957.39638581,70,30-45,3,878.295445664,14,Public_or_other,Public_Sector,621.196018389,0,No,7.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0
61,Oranges,4,690.926395864,97590.5033123,Education,230.308798621,No,423.73762486,Yes,Female,After_16:00,0.838908631587,0.696699241176,3.93651512917,4.45351521717,8.67571588838,2.83890189603,3234.0,3.51288120728,617.316783369,5472.00981534,74430.6736013,Yes,179553.574722,24.8458604876,763369.489739,5.67801117431,53282.4515211,100,45_and_up,0,985.823895977,15,Public_or_other,Student_or_Unemployed,775.730056919,2,No,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0
62,Pinks,5,359.331390795,89702.9063699,Other,119.777130265,No,748.915140739,No,Female,By_16:00,0.828567269491,0.670909694629,6.10588449519,8.93284543883,4.19808859238,9.26670827204,7472.0,15.9553171135,731.244324706,8951.64005681,89496.5989811,Yes,560873.888029,27.0415296296,1070989.59195,25.5858186632,14476.3380648,50,45_and_up,2,1130.08739787,5,Public_or_other,Student_or_Unemployed,794.15198313,0,Yes,6.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0
63,Whites,6,218.273303415,72246.1073494,Military,72.7577678049,No,992.967617465,No,Female,After_16:00,0.0125790447928,0.493516346673,0.0217986851931,2.43785687257,3.81293714279,3.73790377518,5657.0,96.2167746853,998.060956503,11925.7980877,119632.775025,Yes,985984.689334,31.5921027553,1994250.28945,35.3841366945,5376.45054376,30,Below_30,4,1495.5396445,8,Motorcycle_or_truck,Industry_or_other,995.976043806,1,Yes,5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0
64,Blues,6,700.355236739,137822.935805,Education,233.45174558,No,590.370123227,No,Male,After_16:00,0.540770697175,0.303346654167,2.54474982852,4.15729948087,6.8766506738,9.26042643376,4377.0,55.2238315111,642.027171125,7187.75557452,76732.5857799,Yes,348536.882399,25.3382550923,825664.847918,48.8339509815,54743.1692598,100,30-45,1,970.21190101,14,Car,Hightech,666.70086935,0,No,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
65,Yellows,3,357.255216307,41313.9586423,Social,119.085072102,No,346.92810705,Yes,Female,After_16:00,0.748026648536,0.349351016339,4.70767468214,4.62571030483,2.02951054787,2.27175064152,8142.0,42.4830356613,574.252375034,4617.78582057,64950.0419914,Yes,120359.111461,23.9635634878,660458.598754,26.4043961186,14310.3394697,70,45_and_up,3,836.565038862,12,Foot_or_bicycle,Services_or_Retail,570.090181252,0,No,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0
66,Oranges,1,522.451532987,72300.7921398,Financial,174.150510996,No,415.162675816,Yes,Male,By_16:00,0.499191056937,0.124709739815,9.69869925408,9.96074612485,8.50646582898,8.96564436611,3749.0,9.76084279828,592.825850409,5337.27845898,72176.5344786,Yes,172360.047391,24.3480153279,704079.388369,91.6014627088,30512.5509911,60,45_and_up,3,959.683466798,13,Foot_or_bicycle,Services_or_Retail,769.247867696,0,No,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0
67,Reds,6,298.199945558,44076.2679465,Healthcare,99.3999818526,No,443.423299733,Yes,Female,By_16:00,0.623969593784,0.896075040568,3.17349201068,5.70515506435,8.89899337431,1.04006482521,8219.0,82.6967643341,734.976974121,5904.18694557,86424.0331421,Yes,196624.222746,27.110458759,1081709.10563,39.1444914741,9989.75637416,80,30-45,4,1142.51028314,13,Public_or_other,Student_or_Unemployed,873.377352909,0,No,4.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,0.0
68,Yellows,1,803.166131744,131723.267823,Financial,267.722043915,No,492.015023854,Yes,Male,After_16:00,0.288268720265,0.55472233519,0.141643749084,9.9915238237,3.33186321659,2.30586605845,8266.0,72.5865616463,573.97916205,6068.10856264,72607.7667748,Yes,242078.783698,23.9578622179,660202.918847,86.4312523045,71952.8148417,60,30-45,1,964.156191823,4,Foot_or_bicycle,Student_or_Unemployed,796.746887185,0,No,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0
69,Oranges,3,457.389968931,66538.9848138,Social,152.463322977,No,436.426174601,Yes,Female,After_16:00,0.624124303693,0.182330518262,8.19469247013,1.25446179416,2.71974553354,7.87530906731,4978.0,60.9977268614,572.813947108,5509.88964022,70792.1391518,Yes,190467.805877,23.9335318561,657441.009064,74.9456235673,23407.5281762,70,Below_30,1,940.64861366,6,Car,Public_Sector,762.946887606,0,No,7.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
70,Yellows,7,322.458974722,37560.1927682,Healthcare,107.486324907,No,349.441594552,Yes,Male,After_16:00,0.353109777439,0.777021965478,0.97074706573,5.59651483549,6.94857701659,3.2107636123,9505.0,69.3139910465,598.936070429,4692.28808638,67509.076347,Yes,122109.428003,24.4731704205,718401.912933,64.2549204174,11670.796367,80,30-45,2,870.805831653,20,Motorcycle_or_truck,Industry_or_other,593.638417625,0,No,4.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0
71,Yellows,7,886.091248491,113442.572461,Social,295.363749497,No,384.077506649,Yes,Female,By_16:00,0.932480165735,0.312087332364,5.45832212316,7.76674146997,5.07375857327,0.241288202815,9034.0,81.8998070201,597.345895968,5035.46685842,67152.9463453,Yes,147515.531113,24.4406607105,714596.401456,73.519084719,87545.1082665,70,Below_30,4,855.061601707,18,Motorcycle_or_truck,Services_or_Retail,558.085089342,1,No,7.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0
72,Blues,2,589.714227999,85765.9468806,Financial,196.571409333,No,436.309365495,Yes,Male,By_16:00,0.103386359056,0.47406589007,4.02872286737,1.41823907616,1.00730702281,4.16732741753,7217.0,13.2906278828,573.207546939,5509.50874883,67402.333537,Yes,190365.862419,23.9417532136,658194.374429,8.65010488778,38846.8903764,60,Below_30,3,866.658393327,6,Public_or_other,Public_Sector,614.281329066,0,No,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0
73,Greys,7,148.386121256,23582.2594169,Environment,49.4620404185,No,476.774900861,Yes,Female,By_16:00,0.325344216311,0.114354161313,9.06030435115,5.83859230857,9.24578771461,6.04333600495,5162.0,29.0150586981,635.602250738,6038.95351009,75867.4928408,Yes,227314.306091,25.2111533004,809202.614555,71.722738957,2505.95548278,90,30-45,1,987.418199817,13,Foot_or_bicycle,Student_or_Unemployed,735.397368134,2,No,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
74,Yellows,10,217.525847292,34363.2562939,Education,72.508615764,No,473.919629162,Yes,Female,By_16:00,0.846473381389,0.622639175737,0.229310593568,0.484930877574,1.50994315743,5.52842774661,6465.0,0.445260084234,665.595121781,6070.38653518,75747.2119936,Yes,224599.814905,25.7991302524,887145.607061,60.7637680601,5340.00797577,100,45_and_up,4,960.405149809,1,Motorcycle_or_truck,Student_or_Unemployed,627.95515458,0,No,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0
75,Pinks,4,184.024953489,52268.0171157,Other,61.341651163,No,852.080374829,No,Female,After_16:00,0.248762766831,0.0908682320733,6.9149027369,0.0873642042279,4.63828708278,7.44153543608,6325.0,19.448756869,399.287156528,9319.37806135,60047.4835721,Yes,726040.965169,19.9821709663,320314.683836,52.1357989404,3834.13981857,50,Below_30,2,613.647529455,12,Foot_or_bicycle,Hightech,592.136725122,0,Yes,6.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0
76,Yellows,1,135.693328911,18242.4599046,Healthcare,45.2311096369,No,403.316656413,Yes,Female,By_16:00,0.588408660842,0.721821155632,7.06978682661,5.57946694316,0.057000159286,4.74463988096,4911.0,6.32246616296,574.039879384,5181.2463229,66675.3400731,Yes,162664.32534,23.9591293536,660061.046667,13.5822572745,2101.08438863,80,30-45,0,859.049438899,13,Public_or_other,Services_or_Retail,604.163763625,1,No,4.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0
77,Yellows,7,272.161201524,37856.2588362,Environment,90.7204005081,No,417.284961533,Yes,Female,By_16:00,0.312014314812,0.408647854114,4.58759441739,3.53280350799,4.79332539253,9.4902990805,4700.0,41.8312946567,665.976077575,5504.80177048,78002.9533559,Yes,174126.739121,25.8065123094,888242.122975,2.5361854583,8330.91146885,90,45_and_up,0,1024.3900704,13,Foot_or_bicycle,Public_Sector,766.566208863,0,No,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
78,Whites,8,127.991319007,675.805598051,Military,42.6637730024,No,15.8402679954,Yes,Female,After_16:00,0.548977249302,0.241744966712,3.09414149495,7.13412170531,9.0235018055,6.2894892646,6727.0,35.1109907264,874.966808012,1908.33629598,80593.5623727,Yes,250.914090165,29.5798378632,1531608.66761,60.6475604931,1872.8612998,30,Below_30,1,1013.55270131,15,Motorcycle_or_truck,Public_Sector,448.997094601,2,Yes,5.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0
79,Greys,4,500.136610289,76897.2294071,Social,166.71220343,No,461.257351443,Yes,Female,By_16:00,0.915138018085,0.392684343038,4.81598544167,5.28774049832,7.64087128453,9.53341584187,4592.0,55.0251579145,637.510843405,5887.59520124,76606.9190534,Yes,212758.34426,25.2489770764,814083.785514,77.8825804358,27969.6709758,70,Below_30,2,1006.07411609,15,Foot_or_bicycle,Hightech,772.37724376,0,No,7.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
80,Reds,1,338.933158487,43275.9475921,Social,112.977719496,No,383.048514214,Yes,Female,By_16:00,0.446316753281,0.713714671088,2.58874467807,6.6395598161,6.40304237138,3.83884641109,7553.0,49.6451683808,694.005667392,5218.49647692,81163.1082143,Yes,146726.164241,26.34398731,964512.556478,34.6104061697,12886.942822,70,45_and_up,1,1078.79756254,3,Foot_or_bicycle,Student_or_Unemployed,831.775220929,3,No,7.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0
81,Yellows,1,885.257715087,119849.225189,Environment,295.085905029,No,406.150287582,Yes,Female,After_16:00,0.381416705204,0.496694352943,6.02516644634,7.84813889535,8.435808504,2.57364293793,7299.0,68.4556866297,594.463242665,5250.42936115,69044.6029938,Yes,164958.056103,24.3816169001,707823.287033,18.6587863835,87380.7772518,90,Below_30,2,892.653440454,12,Public_or_other,Student_or_Unemployed,634.042986595,1,No,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0
82,Reds,8,441.360811067,54870.6883276,Healthcare,147.120270356,No,372.964841588,Yes,Female,After_16:00,0.874081076588,0.297966385726,4.33459880529,4.67006788356,1.79830299225,1.78151976317,4364.0,69.5089369547,710.319694268,5150.28780442,82965.525603,Yes,139102.773061,26.6518234698,1010351.95087,90.2240097523,21801.4942199,80,Below_30,1,1107.00916019,3,Foot_or_bicycle,Hightech,860.849902372,0,No,4.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
83,Whites,8,453.821867774,122791.961539,Foreign_Affairs,151.273955925,No,811.719114427,No,Male,By_16:00,0.155091269873,0.954284521518,2.16270847712,2.71452180808,2.76283142157,0.974627218675,8258.0,90.2156094788,992.424309361,10102.039763,115501.382159,Yes,658887.920725,31.5027666938,1971603.66102,36.5780660417,23045.0836971,40,30-45,1,1459.31493042,18,Motorcycle_or_truck,Student_or_Unemployed,969.922281102,0,Yes,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0
84,Purples,2,6.7377147969,1421.60582167,Financial,2.2459049323,Yes,632.976846536,No,Female,After_16:00,0.0119312740862,0.808804530185,3.90067707049,2.95221918263,7.19489498762,4.41709146369,8935.0,62.5828634948,535.46061553,7400.68969642,66870.1387966,No,400659.688251,23.1400219432,574656.191595,53.0340082245,17.2899938972,60,45_and_up,3,833.748829134,9,Foot_or_bicycle,Industry_or_other,577.073181006,0,Yes,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
85,Blues,1,161.755188447,21444.2819571,Healthcare,53.9183961492,No,397.717356016,Yes,Male,After_16:00,0.185040083248,0.383486053441,3.83192596491,1.00889719324,8.7734312634,0.553874371108,5979.0,15.0712062139,576.371483983,5129.91652813,66436.5534361,Yes,158179.095277,24.0077380022,665405.702874,80.6260192301,2971.11183945,80,45_and_up,1,853.411281298,8,Motorcycle_or_truck,Services_or_Retail,589.810420224,1,No,4.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0
86,Whites,1,117.627538481,21518.6547086,Foreign_Affairs,39.2091794936,No,548.816756345,No,Female,By_16:00,0.120030659717,0.977128999773,8.43366126763,2.75806748774,5.05311355693,6.70794163365,3726.0,84.7769823391,952.63872366,7393.44501077,99701.0907641,Yes,301199.832045,30.8648460819,1816215.54926,75.478590792,1586.56893605,40,45_and_up,1,1220.084962,10,Car,Industry_or_other,615.656870149,3,Yes,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
87,Yellows,6,604.742960792,109704.698583,Environment,201.580986931,No,544.221457851,No,Female,After_16:00,0.986453655409,0.29878852563,7.88427912863,9.39117643517,2.46582282241,9.06880735653,8499.0,19.0800550161,551.859263828,6545.93310617,71427.9628711,Yes,296176.995186,23.4916849934,610435.318081,26.0599957779,40846.4752789,90,30-45,3,942.996721957,20,Public_or_other,Industry_or_other,783.802477452,2,No,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0
88,Reds,4,141.172861024,27839.4138383,Social,47.0576203414,No,591.602670011,No,Female,After_16:00,0.904753545532,0.983944960637,3.96749276202,1.75089277793,5.06564846961,6.15610265173,5246.0,82.7356969938,666.355026406,7248.73675292,79914.5617355,Yes,349993.719164,25.8138533816,889379.163112,54.1494652629,2271.47725254,70,45_and_up,2,1018.63879583,6,Car,Services_or_Retail,719.518010124,0,No,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
89,Blues,5,33.157986906,6256.37524575,Social,11.052662302,No,566.051424968,No,Female,By_16:00,0.39758283738,0.242774941958,0.23961312836,8.3176094899,5.57072330266,2.1931629139,4747.0,8.80857442971,627.032259495,6914.57876867,74622.7346209,Yes,320414.215709,25.0406122029,787560.059434,78.1454169657,143.214006264,70,30-45,0,943.483733366,9,Foot_or_bicycle,Student_or_Unemployed,645.099114647,0,No,7.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0
90,Blues,2,258.648034213,50565.5013945,Healthcare,86.2160114044,No,586.49780442,No,Female,After_16:00,0.266292248154,0.0270793100353,7.07561192103,4.20911158202,1.40433251159,3.71745226439,6830.0,90.5824610265,668.062704996,7201.10345419,79317.4111632,Yes,343979.674589,25.8469090027,893903.44177,7.35991902184,7529.41663389,80,30-45,3,1005.60039077,7,Foot_or_bicycle,Hightech,691.38835167,1,No,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
91,Reds,7,460.283289313,56044.1145181,Social,153.427763104,No,365.28013825,Yes,Female,By_16:00,0.80446045869,0.990126197226,2.96705154469,8.25905457605,9.43544610403,6.59820020897,9472.0,83.6840715958,709.315517479,5071.43241746,82711.6004604,Yes,133429.5794,26.6329780062,1007491.26928,91.0018461756,23703.5062543,70,30-45,1,1104.40321242,12,Motorcycle_or_truck,Student_or_Unemployed,858.982465734,1,No,7.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0
92,Oranges,9,480.11603653,128767.284765,Environment,160.038678843,No,804.601023302,No,Male,After_16:00,0.841469443869,0.891359931091,2.94330837205,3.70484111132,2.8352128691,8.23536327342,4950.0,23.2148884796,844.941053606,9735.89234024,97201.7913896,Yes,647382.806699,29.067869781,1429357.90349,78.3896652516,25782.4174048,90,Below_30,4,1135.76177423,15,Public_or_other,Student_or_Unemployed,692.534335002,0,No,1.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0
93,Whites,1,185.02800506,6275.4997074,Foreign_Affairs,61.6760016868,No,101.749457419,Yes,Female,By_16:00,0.670859744772,0.951500082156,9.39323135884,6.83053086512,0.701895607635,8.64470996894,6003.0,69.139507995,994.187788378,3005.87015094,91436.9225431,Yes,10352.952085,31.530743543,1977372.73434,98.9240807481,3875.60518575,40,45_and_up,2,1126.07783999,13,Motorcycle_or_truck,Student_or_Unemployed,442.267769426,0,Yes,3.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0
94,Reds,7,648.330119449,129506.000448,Environment,216.110039816,No,599.259527959,No,Male,After_16:00,0.951880737906,0.858925807755,2.20771781169,5.61807322083,0.608695314731,3.02019720897,3386.0,86.4009577315,639.100400279,7270.79608015,77757.8452763,Yes,359111.98185,25.2804351284,818222.789813,95.3513748711,46929.6593492,90,45_and_up,1,992.559819105,8,Motorcycle_or_truck,Public_Sector,714.887012117,4,No,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0
95,Yellows,1,459.614468274,70375.9925435,Social,153.204822758,No,459.358858791,Yes,Male,By_16:00,0.416070454288,0.203730463982,6.06050760951,7.1103419154,4.39360446762,3.02392701386,7535.0,56.9046441931,609.114469388,5811.81752669,76806.8392482,Yes,211010.56115,24.6802445164,743391.475151,31.2379946699,23634.9225391,70,45_and_up,0,1034.76023654,12,Motorcycle_or_truck,Industry_or_other,881.242656422,0,No,7.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0
96,Oranges,2,382.544192249,51544.0102218,Healthcare,127.51473075,No,404.220045157,Yes,Male,After_16:00,0.190502977697,0.0931902711745,5.84019741509,3.02350778366,2.44155820226,9.31789500173,7292.0,96.4260384208,565.323390457,5172.84723248,70544.3478857,Yes,163393.844907,22.5307384099,640397.323635,58.0815577181,16397.5212889,80,45_and_up,3,950.229053351,17,Foot_or_bicycle,Services_or_Retail,802.031994849,0,No,4.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0
97,Blues,4,740.011045913,149275.448366,Financial,246.670348638,No,605.161703427,No,Female,By_16:00,0.815631179139,0.922811523778,0.175959758926,6.81628796738,1.22349142795,5.32424319768,7963.0,8.16653775983,644.799128072,7341.21529041,77032.8730025,Yes,366220.687294,25.3928952282,832806.175167,9.39771006815,61102.9312456,60,45_and_up,4,970.426555141,12,Car,Hightech,659.182339067,1,No,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
98,Oranges,10,919.192855789,131009.615736,Social,306.397618596,No,427.580398099,Yes,Male,After_16:00,0.830737421289,0.422173677012,6.6025818279,8.17931690486,7.83674595878,6.00073625566,8201.0,76.1728335638,573.724880709,5423.2537424,71072.453054,Yes,182824.996838,23.9525547846,659536.562054,42.0488423901,94195.8983001,70,Below_30,1,948.3625157,14,Car,Public_Sector,778.504166504,0,No,7.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0
